Date/Time,CORE_ZN:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),CORE_ZN:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),CORE_ZN:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_1:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_1:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_1:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_2:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_2:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_2:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_3:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_3:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_3:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_4:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_4:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),PERIMETER_ZN_4:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone Predicted Sensible Load to Heating Setpoint Heat Transfer Rate [W](Hourly),ATTIC:Zone Predicted Sensible Load to Cooling Setpoint Heat Transfer Rate [W](Hourly) 
 01/21  12:00:00,1154.7776782398084,1154.7776782398084,38636.473510077485,2589.5308350263776,2589.5308350263776,32234.99377678554,1664.2326584864331,1664.2326584864331,19480.179582276152,2797.3471447708193,2797.3471447708193,32526.02427880047,1661.1326447043741,1661.1326447043741,19474.58854374971,0.0,0.0,0.0 
 01/21  13:00:00,1498.637744064354,1498.637744064354,40877.83493123852,2375.33166163128,2375.33166163128,33191.89756926734,1521.4220759222783,1521.4220759222783,19987.745596527286,2571.6045621822304,2571.6045621822304,33423.08501549324,1516.5972115393633,1516.5972115393633,19980.081858079822,0.0,0.0,0.0 
 01/21  14:00:00,1168.2481252309647,1168.2481252309647,38644.439382424614,2585.077348164796,2585.077348164796,32226.32356898519,1661.0030095300583,1661.0030095300583,19473.631438338034,2793.2169777463932,2793.2169777463932,32517.903749729867,1657.7544283893073,1657.7544283893073,19467.755057804243,0.0,0.0,0.0 
 01/21  15:00:00,1485.2463816652898,1485.2463816652898,40866.43278782296,2371.5212785121143,2371.5212785121143,33184.41481366233,1518.3644124900675,1518.3644124900675,19981.48276596222,2568.0728036894657,2568.0728036894657,33415.90668779823,1513.399340988504,1513.399340988504,19973.544962564705,0.0,0.0,0.0 
 01/21  16:00:00,1151.598776379153,1151.598776379153,38632.15569452697,2581.9282865908276,2581.9282865908276,32220.25043151809,1658.7720597794412,1658.7720597794412,19469.158462752952,2790.314777558069,2790.314777558069,32512.21540973065,1655.4132193001985,1655.4132193001985,19463.06371323867,0.0,0.0,0.0 
 01/21  17:00:00,1490.0100975650055,1490.0100975650055,40871.330453269366,2368.6791787523102,2368.6791787523102,33179.06359401985,1516.0977100553891,1516.0977100553891,19976.859871560464,2565.4308577534084,2565.4308577534084,33410.69518760542,1511.023738458695,1511.023738458695,19968.693733581193,0.0,0.0,0.0 
 01/21  18:00:00,1145.345296475182,1145.345296475182,38627.77823280888,2579.5573403758212,2579.5573403758212,32215.666540366325,1657.094617578209,1657.094617578209,19465.75159894145,2788.135248214154,2788.135248214154,32507.931464959052,1653.6529315594935,1653.6529315594935,19459.489189498403,0.0,0.0,0.0 
 01/21  19:00:00,1584.9297511800469,1584.9297511800469,45522.393860035205,3438.3239907677466,3417.8059543444056,37979.878368911064,2231.565982882162,2226.5746996461535,22964.594299641798,3687.0490763678513,3683.063507499684,38345.198862844416,2230.896025833602,2228.101089440734,22963.355238719538,0.0,0.0,0.0 
 01/21  20:00:00,1251.6027498656586,1251.6027498656586,45578.62572697311,3975.090274131482,3955.1181634631107,39096.71449145731,2579.0358122759885,2573.7078793224696,23702.840339187736,4241.540330603391,4239.945887996893,39530.7130949583,2577.6023457337374,2574.4817445081962,23701.261389728763,0.0,0.0,0.0 
 01/21  21:00:00,1697.9681059523693,1697.9681059523693,47919.62825672828,3672.071417667938,3635.388009724477,40131.23060372477,2391.9058870146687,2383.0604704410266,24315.215834330647,3959.6491787379164,3959.3524569540004,40620.035436521866,2389.9185511664573,2383.1966097754917,24313.323476480233,0.0,0.0,0.0 
 01/21  22:00:00,1248.4287196275302,1248.4287196275302,45587.6751301781,3997.250726546095,3979.7421886742904,39136.94876664403,2594.7977112357808,2590.953806451674,23731.071699231707,4263.461056537898,4263.461056537898,39569.67110743849,2592.0330126323956,2588.537272461838,23726.313218569045,0.0,0.0,0.0 
 01/21  23:00:00,1679.1332337229117,1679.1332337229117,47917.37703233844,3685.684459247243,3651.5285112119377,40153.96890717116,2401.496715732377,2394.4064652789443,24331.363202935478,3972.7819647818683,3972.7819647818683,40640.05797118456,2397.216426805755,2390.0703347359836,24324.985524410167,0.0,0.0,0.0 
 01/21  24:00:00,1237.9341768242532,1237.9341768242532,45583.34493377568,4004.723432630512,3987.9433381127715,39149.89328112457,2600.0413471725574,2596.701606348584,23740.149857414508,4270.880084463724,4270.880084463724,39581.7012344814,2596.8378603170027,2593.2079609030206,23734.255649006565,0.0,0.0,0.0 
 07/21  01:00:00,-3993.3491118924685,-45084.91124827567,-3993.3491118924685,-2920.5289130481183,-34953.04134986195,-2920.5289130481183,-1676.148710353702,-20898.88148219811,-1676.148710353702,-2905.86469978491,-34849.07268037434,-2905.86469978491,-1780.5099420053914,-21138.427988616048,-1780.5099420053914,0.0,0.0,0.0 
 07/21  02:00:00,-4235.32257050553,-43256.4093124074,-4235.32257050553,-3106.730723895062,-33397.98829657613,-3106.730723895062,-1839.6928957511464,-20003.016290810545,-1839.6928957511464,-3071.7656206614265,-33307.024768454845,-3071.7656206614265,-1939.2878343671766,-20216.481283243065,-1939.2878343671766,0.0,0.0,0.0 
 07/21  03:00:00,-3480.6862407299905,-40180.727186336655,-3480.6862407299905,-2466.652710578713,-30930.9937950988,-2466.652710578713,-1414.263636846108,-18485.560381678053,-1414.263636846108,-2453.826231809737,-30880.64450108792,-2453.826231809737,-1477.2110388175313,-18610.87180421272,-1477.2110388175313,0.0,0.0,0.0 
 07/21  04:00:00,-4204.714150041681,-43185.38964339309,-4204.714150041681,-3013.9644813953964,-33215.778462301445,-3013.9644813953964,-1778.4079185096246,-19878.095541087914,-1778.4079185096246,-2975.165193990133,-33116.839323528126,-2975.165193990133,-1849.6100878492907,-20037.2548495619,-1849.6100878492907,0.0,0.0,0.0 
 07/21  05:00:00,-3456.225402240952,-40136.607462511274,-3456.225402240952,-2402.9279570413296,-30813.72036736256,-2402.9279570413296,-1395.286758514452,-18440.055025632057,-1395.286758514452,-2400.882565799486,-30778.792622858247,-2400.882565799486,-1421.479253709031,-18502.150508035684,-1421.479253709031,0.0,0.0,0.0 
 07/21  06:00:00,-4636.823309227938,-52645.15210625669,-4636.823309227938,-3347.0651265154065,-40422.319125148075,-3347.0651265154065,-2548.1135998241093,-25105.929800991533,-2548.1135998241093,-3401.1228905235153,-40556.1577092384,-3401.1228905235153,-2022.054538991183,-24257.680387880202,-2022.054538991183,0.0,0.0,0.0 
 07/21  07:00:00,-2868.8490202355592,-64562.105424570465,-2868.8490202355592,-2095.503459953092,-49635.62199646541,-2095.503459953092,-2117.0126227992064,-31414.025061197724,-2117.0126227992064,-2098.268203870111,-49655.97573004232,-2098.268203870111,-1232.138951783205,-29643.77964618254,-1232.138951783205,0.0,0.0,0.0 
 07/21  08:00:00,-2498.3182243779443,-66470.7996781059,-2498.3182243779443,-1996.7142198692936,-51354.072046118155,-1996.7142198692936,-2430.496072789503,-33305.294135005235,-2430.496072789503,-1981.6454248179487,-51317.87653904449,-1981.6454248179487,-1209.3131460849038,-30685.731144953592,-1209.3131460849038,0.0,0.0,0.0 
 07/21  09:00:00,-2529.374178957983,-71099.36487099502,-2529.374178957983,-2098.41910059026,-55061.149772363286,-2098.41910059026,-2614.091082496639,-35703.46017759991,-2614.091082496639,-2106.959851445858,-55074.040603860725,-2106.959851445858,-1262.1436086445408,-32867.42835268204,-1262.1436086445408,0.0,0.0,0.0 
 07/21  10:00:00,-2588.0931702918247,-71291.6706638511,-2588.0931702918247,-2243.10286874882,-55446.74234783897,-2243.10286874882,-2410.484012264407,-35404.73187134309,-2410.484012264407,-2230.7785081246793,-55407.70853664514,-2230.7785081246793,-1335.2235446005304,-33059.399192493634,-1335.2235446005304,0.0,0.0,0.0 
 07/21  11:00:00,-2650.366503908743,-53407.20769877725,-2650.366503908743,-2462.6889601701937,-42307.130925349236,-2462.6889601701937,-2015.7768789164147,-26543.047175228116,-2015.7768789164147,-2337.2895842763905,-41978.131549177364,-2337.2895842763905,-1408.4075035069566,-25119.329046884977,-1408.4075035069566,0.0,0.0,0.0 
 07/21  12:00:00,-2704.60394272853,-40017.11376630258,-2704.60394272853,-2684.6035826531042,-32562.884823814504,-2684.6035826531042,-1839.0889372278186,-20046.75833060661,-1839.0889372278186,-2428.848907321099,-31926.259009987905,-2428.848907321099,-1469.6476269183474,-19178.222805891855,-1469.6476269183474,0.0,0.0,0.0 
 07/21  13:00:00,-2749.1424806174073,-26598.196802999384,-2749.1424806174073,-2819.334987788621,-22600.173214173585,-2819.334987788621,-1788.5527548930065,-13832.622119966944,-1788.5527548930065,-2504.793703913531,-21832.338344005224,-2504.793703913531,-1507.9789266702282,-13177.062996502556,-1507.9789266702282,0.0,0.0,0.0 
 07/21  14:00:00,-2781.376706818126,-24436.51813898965,-2781.376706818126,-2833.7336452118593,-20924.736988877125,-2833.7336452118593,-1758.696869325214,-12749.560678114709,-1758.696869325214,-2559.516302488684,-20251.482286135873,-2559.516302488684,-1662.6248760093058,-12488.853940559178,-1662.6248760093058,0.0,0.0,0.0 
 07/21  15:00:00,-2806.5691267258844,-33540.83993757386,-2806.5691267258844,-2774.362750062382,-27633.73275774777,-2774.362750062382,-1727.5669014350497,-16746.567436220244,-1727.5669014350497,-2588.1826721582815,-27176.73996704242,-2588.1826721582815,-2158.2135436810113,-17534.589012343167,-2158.2135436810113,0.0,0.0,0.0 
 07/21  16:00:00,-2812.211431328729,-47117.9403575839,-2812.211431328729,-2707.959301116411,-37755.77964183821,-2707.959301116411,-1683.3640981495764,-22746.181362558058,-1683.3640981495764,-2557.3009019657948,-37402.63309574208,-2557.3009019657948,-2638.4304688361112,-24525.59803356987,-2638.4304688361112,0.0,0.0,0.0 
 07/21  17:00:00,-2788.7412575454787,-56108.00887320759,-2788.7412575454787,-2628.2227120528646,-44431.007366353704,-2628.2227120528646,-1631.7964263327656,-26698.125729264084,-1631.7964263327656,-2503.589644587991,-44135.07289962899,-2503.589644587991,-2833.7025692979637,-28956.76212541168,-2833.7025692979637,0.0,0.0,0.0 
 07/21  18:00:00,-2760.3758343371824,-65060.33515338565,-2760.3758343371824,-2532.326573400404,-51061.25606759382,-2532.326573400404,-1546.8260473961654,-30572.98755250163,-1546.8260473961654,-2443.722083502596,-50848.54934146963,-2443.722083502596,-2716.415729508686,-32853.881154594725,-2716.415729508686,0.0,0.0,0.0 
 07/21  19:00:00,-2710.918096554684,-64923.82923862125,-2710.918096554684,-2391.6044770018466,-50724.28744578,-2391.6044770018466,-1457.5924541583365,-30356.53404861047,-1457.5924541583365,-2401.561544950741,-50757.643170550764,-2401.561544950741,-2308.8101325038747,-32164.838874426627,-2308.8101325038747,0.0,0.0,0.0 
 07/21  20:00:00,-5032.0714901971205,-71316.68045304412,-5032.0714901971205,-3995.8368657825945,-55339.84109552394,-3995.8368657825945,-2281.695236524679,-32974.84821885328,-2281.695236524679,-4076.0602758191358,-55393.72254291625,-4076.0602758191358,-2977.7778231376456,-34149.326192018954,-2977.7778231376456,0.0,0.0,0.0 
 07/21  21:00:00,-5049.136352592907,-57839.519933895055,-5049.136352592907,-4001.9263640324666,-44968.6465749102,-4001.9263640324666,-2395.773968463496,-26929.974189127563,-2395.773968463496,-4015.4098998058785,-44966.75393088391,-4015.4098998058785,-2824.1663691525623,-27672.944467467747,-2824.1663691525623,0.0,0.0,0.0 
 07/21  22:00:00,-3917.992684573876,-45232.42345067631,-3917.992684573876,-2942.9832484664944,-35069.43163490806,-2942.9832484664944,-1706.8292825432136,-20980.590873805264,-1706.8292825432136,-2947.517804474639,-35057.31485180657,-2947.517804474639,-1893.9969203930268,-21270.64951640438,-1893.9969203930268,0.0,0.0,0.0 
 07/21  23:00:00,-4394.457147579585,-43533.32251907867,-4394.457147579585,-3358.043904482269,-33867.51404418832,-3358.043904482269,-2005.6862027040036,-20323.48011046652,-2005.6862027040036,-3331.9131002958225,-33803.90279918706,-3331.9131002958225,-2202.156108465877,-20704.80880745473,-2202.156108465877,0.0,0.0,0.0 
 07/21  24:00:00,-3623.8047011364692,-40386.73163076759,-3623.8047011364692,-2646.285758862623,-31241.38991370721,-2646.285758862623,-1520.7717402975384,-18686.843596541894,-1520.7717402975384,-2639.516482719731,-31205.503314937476,-2639.516482719731,-1633.3844370378738,-18892.952377445945,-1633.3844370378738,0.0,0.0,0.0 
 01/01  01:00:00,0.0,-20529.88495282115,46996.067807209736,0.0,-11280.456908555278,41109.63916713272,0.0,-5288.504151788249,26130.939372023306,0.0,-7800.562602479772,45072.303090319365,0.0,-4998.071682422314,26420.64291281453,0.0,0.0,0.0 
 01/01  02:00:00,0.0,-21346.47514375912,52857.75780821332,0.0,-11775.690877000181,46849.75659457829,0.0,-5504.892750945065,29767.639131903983,0.0,-8055.683647382369,51310.08878893384,0.0,-5198.970388358227,30082.604300377923,0.0,0.0,0.0 
 01/01  03:00:00,0.0,-8926.46776909656,23405.36127767738,0.0,-5049.39882717493,21596.884979464132,0.0,-2396.536551243719,13852.206603699931,0.0,-3499.3397842635427,23761.814935906423,0.0,-2264.3950662871835,13988.684531310528,0.0,0.0,0.0 
 01/01  04:00:00,0.0,-8713.08092830968,23767.457734475054,0.0,-4794.078807744562,21957.07271396108,0.0,-2269.592873218407,14035.782925935326,0.0,-3323.9660891549006,24031.2531487294,0.0,-2145.242230204669,14167.024529314507,0.0,0.0,0.0 
 01/01  05:00:00,0.0,-8542.32720636991,24066.254304858565,0.0,-4512.161811552111,22479.13505962137,0.0,-2117.9891181367566,14314.884805778405,0.0,-3109.560266904074,24432.19561986852,0.0,-2001.60699417473,14440.332944043714,0.0,0.0,0.0 
 01/01  06:00:00,0.0,-8396.924475213915,24331.573395812058,0.0,-4288.368283403441,22748.400968571343,0.0,-2006.4216247747572,14454.021137235724,0.0,-2961.67168610937,24619.641100521912,0.0,-1898.5382751924517,14570.474112325423,0.0,0.0,0.0 
 01/01  07:00:00,0.0,-8273.276289185695,24573.125562888683,0.0,-4040.0269457122413,23097.56917389722,0.0,-1874.1288323061406,14641.702448038186,0.0,-2779.988035980707,24880.854733949072,0.0,-1774.4777274464548,14749.009016520708,0.0,0.0,0.0 
 01/01  08:00:00,0.0,-8163.269181128907,24790.955299882236,0.0,-3983.0897772580324,23268.98767614843,0.0,-1899.9256359399503,14725.800049830572,0.0,-2670.4716746955964,25031.338851847202,0.0,-1696.4826124638973,14856.2853400176,0.0,0.0,0.0 
 01/01  09:00:00,0.0,-15831.034377528993,47860.613019588105,0.0,-9795.463296771673,41195.6387993195,0.0,-4975.0229608332975,25572.980459660303,0.0,-5131.773690875145,46026.071517891134,0.0,-3236.2883782057474,27239.834292714837,0.0,0.0,0.0 
 01/01  10:00:00,0.0,-23462.52582798999,66826.99691231507,0.0,-18711.821792570623,51895.75466384657,0.0,-8332.238442988268,34011.99771095209,0.0,-7150.194162671243,64637.00945765139,0.0,-4560.949136720131,38183.711360033565,0.0,0.0,0.0 
 01/01  11:00:00,0.0,-29331.81219956568,70064.29659207333,0.0,-26086.745797127995,50194.91006582829,0.0,-8675.103888387055,36660.56795653876,0.0,-7786.032140582652,69675.16359955377,0.0,-5151.928878854734,40936.9657181493,0.0,0.0,0.0 
 01/01  12:00:00,0.0,-22418.509166485892,50048.92240942059,0.0,-21493.22320968386,33538.13526253393,0.0,-6148.04878662894,26697.305813961284,0.0,-6341.430031127308,49859.87437413156,0.0,-4317.92358666535,29129.628431536956,0.0,0.0,0.0 
 01/01  13:00:00,0.0,-11024.985250930544,23261.07220835658,0.0,-8840.050081656636,15210.911863712769,0.0,-2990.4112800711723,12399.652263205231,0.0,-3333.0315186287457,22867.480258192532,0.0,-2307.6854061736994,13550.491093534001,0.0,0.0,0.0 
 01/01  14:00:00,0.0,-11246.184091717694,23009.878830058948,0.0,-8488.64260456473,16362.482692620613,0.0,-3051.870411183889,12127.700833806952,0.0,-3693.15002251158,22311.528762204038,0.0,-2524.6316879266687,13005.649961683113,0.0,0.0,0.0 
 01/01  15:00:00,0.0,-11448.010601234719,23011.30508214973,0.0,-8051.4380758047155,16127.453276683716,0.0,-3105.2220232687146,11861.512470487703,0.0,-3972.198622340342,21737.420231762557,0.0,-2789.0939295927024,12490.095039759326,0.0,0.0,0.0 
 01/01  16:00:00,0.0,-19216.58193415108,38245.24117216489,0.0,-13022.571892224863,27336.726811155375,0.0,-5375.410624895473,19874.997912477887,0.0,-7041.234251688392,35699.42989153205,0.0,-4981.902830756574,20452.04728685709,0.0,0.0,0.0 
 01/01  17:00:00,0.0,-19240.08328620281,38279.898146146086,0.0,-12659.25408972628,27711.02856533261,0.0,-5631.685271051551,20054.690151442446,0.0,-7593.916520511347,35824.67708281217,0.0,-5292.101399730237,20747.34992556401,0.0,0.0,0.0 
 01/01  18:00:00,0.0,-15348.856114049695,30724.06458498583,0.0,-9895.119075505298,22583.358988700962,0.0,-4586.237861064938,16167.177301585436,0.0,-6285.58181202522,28609.385268537055,0.0,-4307.585186614342,16703.38631184063,0.0,0.0,0.0 
 01/01  19:00:00,0.0,-11468.807823331845,23136.295108944538,0.0,-6848.675392021624,17392.941541840515,0.0,-3212.044273241334,12089.19058825324,0.0,-4488.986295089316,21377.482201865743,0.0,-3055.651336233954,12594.671568383514,0.0,0.0,0.0 
 01/01  20:00:00,0.0,-11407.713726100847,23191.811602634512,0.0,-6624.7686498568155,18873.38590428109,0.0,-2982.995729068549,12408.933737177525,0.0,-4113.648863382517,21304.862582824484,0.0,-2712.0756780685215,12311.962946622252,0.0,0.0,0.0 
 01/01  21:00:00,0.0,-11343.67201268761,23231.19875518058,0.0,-6515.413830517325,18966.565512478865,0.0,-2980.5781059557667,12288.99206744977,0.0,-4213.439410557099,21225.898749279553,0.0,-2783.9873911949326,12442.504681332606,0.0,0.0,0.0 
 01/01  22:00:00,0.0,-11304.325055005038,23250.279871372826,0.0,-6314.251724299099,18895.362929371768,0.0,-2973.3955633776873,12301.058000777026,0.0,-4281.187338826998,21269.344227050067,0.0,-2824.5780239799146,12602.048668079267,0.0,0.0,0.0 
 01/01  23:00:00,0.0,-11271.815935470748,23268.526805196114,0.0,-6049.930046999888,19811.045148524227,0.0,-2818.265294545891,12732.355693366342,0.0,-4076.201520470368,21878.622312295716,0.0,-2625.344767208036,12781.85560128662,0.0,0.0,0.0 
 01/01  24:00:00,0.0,-11223.785499342865,23304.382727264147,0.0,-5865.625466915325,20084.103861311243,0.0,-2753.5318982888907,12838.88762954279,0.0,-4029.4511403542288,22082.288817042503,0.0,-2584.753235223315,12936.145601211427,0.0,0.0,0.0 
 01/02  01:00:00,0.0,-11989.408508830187,23306.626984320425,0.0,-5955.319109647881,19148.870334216546,0.0,-2949.7177364851304,12554.855498564117,0.0,-4426.247816089446,21602.174115112895,0.0,-2820.4235809788474,12757.004209802652,0.0,0.0,0.0 
 01/02  02:00:00,0.0,-12227.577957948743,23331.914264353585,0.0,-5802.24970070173,18880.147475532533,0.0,-2955.815906846081,12588.47516232564,0.0,-4507.938091780611,21721.60210745067,0.0,-2855.985995735944,12873.016674778199,0.0,0.0,0.0 
 01/02  03:00:00,0.0,-12268.416683167228,23290.114457477688,0.0,-5665.048517311661,19088.233223826355,0.0,-2866.128721066682,12508.034563783169,0.0,-4419.265342350853,21561.215461638887,0.0,-2785.5295775667823,12807.877212553103,0.0,0.0,0.0 
 01/02  04:00:00,0.0,-12283.309010124052,23267.04546450131,0.0,-5745.053040854561,19349.42366874559,0.0,-2933.09385802737,12640.44369427963,0.0,-4542.6731422847415,21696.478742350344,0.0,-2847.1462633044794,12880.484238828038,0.0,0.0,0.0 
 01/02  05:00:00,0.0,-12298.165321140297,23250.476231534343,0.0,-5675.625518711663,19604.004390944978,0.0,-2893.196840658591,12692.037331909023,0.0,-4525.425885564912,21737.650445168605,0.0,-2813.712479240798,12914.7110398012,0.0,0.0,0.0 
 01/02  06:00:00,0.0,-12321.214518864377,23225.56869857,0.0,-5398.735964842763,19294.231180187027,0.0,-2786.053345205395,12550.448552577522,0.0,-4415.587941547273,21507.91736539605,0.0,-2725.4745632629456,12797.530809224576,0.0,0.0,0.0 
 01/02  07:00:00,690.2610359075692,657.3913066374165,15734.25911753273,3081.898424114155,3035.040682271154,14961.911131522475,2142.8602921409006,2111.524248250155,9333.376590570957,3892.448243040361,3845.390468232415,15938.933794242665,2207.966947851932,2167.330131623821,9406.617035712065,0.0,0.0,0.0 
 01/02  08:00:00,302.70009926802478,302.70009926802478,7618.489310740657,3192.4137723534463,3192.4137723534463,9523.408454946546,872.628287244234,872.628287244234,4618.573964582463,1517.1900924639885,1517.1900924639885,7746.079170591917,907.0065474584293,907.0065474584293,4665.694382114368,0.0,0.0,0.0 
 01/02  09:00:00,0.0,-882.2592259688172,9241.646984314753,192.32371880246138,192.32371880246138,8381.459179843652,125.53175531000307,125.53175531000307,5103.075596960158,261.1296589104798,261.1296589104798,8582.26900244834,154.75819209225242,154.75819209225242,5146.826980796582,0.0,0.0,0.0 
 01/02  10:00:00,0.0,-1080.4550226516221,10356.15854579819,0.0,-121.05526398233754,9013.122792906093,0.0,-78.21161507896675,5465.333291641495,7.697117269305939,-73.07446352494662,9223.677773073608,4.037000417046632,-48.04970093783535,5515.080171438724,0.0,0.0,0.0 
 01/02  11:00:00,0.0,-1235.0114869308127,10029.659314692308,0.0,-330.32860702706969,8628.270521057731,0.0,-208.4079642096452,5243.267721306888,0.0,-305.28462627839209,8843.380353824557,0.0,-186.95781024109543,5282.256788063642,0.0,0.0,0.0 
