Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/07  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  13:00:00,4495258.596677196,4495258.596677197,0.0 
 01/07  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/07  17:00:00,4495258.596677196,4495258.596677197,0.0 
 01/07  18:00:00,5595598.596677196,5595598.596677196,0.0 
 01/07  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/07  20:00:00,5894038.596677196,5894038.596677195,0.0 
 01/07  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/07  22:00:00,5894038.596677196,5894038.596677196,0.0 
 01/07  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/07  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/08  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  06:00:00,5504338.596677196,5504338.596677196,0.0 
 01/08  07:00:00,6695938.596677196,6695938.596677196,0.0 
 01/08  08:00:00,5595598.596677196,5595598.596677196,0.0 
 01/08  09:00:00,4495258.596677196,4495258.596677196,0.0 
 01/08  10:00:00,4495258.596677196,4495258.596677197,0.0 
 01/08  11:00:00,4495258.596677196,4495258.596677197,0.0 
 01/08  12:00:00,4495258.596677196,4495258.596677197,0.0 
 01/08  13:00:00,4495258.596677196,4495258.596677197,0.0 
 01/08  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/08  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/08  16:00:00,4495258.596677196,4495258.596677197,0.0 
 01/08  17:00:00,4495258.596677196,4495258.596677196,0.0 
 01/08  18:00:00,5595598.596677196,5595598.596677196,0.0 
 01/08  19:00:00,6695938.596677196,6695938.596677195,0.0 
 01/08  20:00:00,5894038.596677196,5894038.596677195,0.0 
 01/08  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/08  22:00:00,5894038.596677196,5894038.596677196,0.0 
 01/08  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/08  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/09  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/09  07:00:00,18662500.09314209,18662500.093142094,0.0 
 01/09  08:00:00,21240278.192675465,21240278.192675465,0.0 
 01/09  09:00:00,29963867.08000862,29963867.080008624,0.0 
 01/09  10:00:00,29681183.572577154,29681183.572577165,0.0 
 01/09  11:00:00,30856056.165467368,30856056.16546737,0.0 
 01/09  12:00:00,31989084.95086257,31989084.95086258,0.0 
 01/09  13:00:00,30066647.68133408,30066647.681334083,0.0 
 01/09  14:00:00,33809131.79545693,33809131.79545693,0.0 
 01/09  15:00:00,34618108.100192259,34618108.100192267,0.0 
 01/09  16:00:00,34948452.57431116,34948452.57431117,0.0 
 01/09  17:00:00,35227420.672918017,35227420.672918017,0.0 
 01/09  18:00:00,24416730.676588738,24416730.67658874,0.0 
 01/09  19:00:00,17637694.072561947,17637694.072561947,0.0 
 01/09  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/09  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/09  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/09  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/09  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/10  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/10  07:00:00,18519955.434482874,18519955.434482874,0.0 
 01/10  08:00:00,20723464.01022576,20723464.01022576,0.0 
 01/10  09:00:00,30847672.753086967,30847672.753086978,0.0 
 01/10  10:00:00,30339871.980140266,30339871.98014027,0.0 
 01/10  11:00:00,30304096.861170047,30304096.86117005,0.0 
 01/10  12:00:00,32073044.100669426,32073044.10066943,0.0 
 01/10  13:00:00,30868775.121791658,30868775.121791658,0.0 
 01/10  14:00:00,35132812.92235959,35132812.92235959,0.0 
 01/10  15:00:00,35447627.17513534,35447627.17513534,0.0 
 01/10  16:00:00,36248509.939807768,36248509.93980777,0.0 
 01/10  17:00:00,35728181.77876989,35728181.778769899,0.0 
 01/10  18:00:00,23329984.816780636,23329984.816780636,0.0 
 01/10  19:00:00,17637694.072561947,17637694.072561947,0.0 
 01/10  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/10  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/10  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/10  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/10  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/11  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/11  07:00:00,18519955.434482874,18519955.434482874,0.0 
 01/11  08:00:00,21083744.990794694,21083744.99079469,0.0 
 01/11  09:00:00,29901449.90085964,29901449.90085964,0.0 
 01/11  10:00:00,30740397.823131708,30740397.82313171,0.0 
 01/11  11:00:00,32303046.865905994,32303046.865905998,0.0 
 01/11  12:00:00,33960861.09658587,33960861.09658588,0.0 
 01/11  13:00:00,32367941.798363314,32367941.79836332,0.0 
 01/11  14:00:00,35984031.51481956,35984031.51481958,0.0 
 01/11  15:00:00,36516148.182190369,36516148.18219037,0.0 
 01/11  16:00:00,37094823.8343086,37094823.8343086,0.0 
 01/11  17:00:00,37188365.45095716,37188365.45095716,0.0 
 01/11  18:00:00,26029026.110289229,26029026.110289229,0.0 
 01/11  19:00:00,17637694.072561947,17637694.072561943,0.0 
 01/11  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/11  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/11  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/11  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/11  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/12  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/12  07:00:00,18679145.246420225,18679145.246420225,0.0 
 01/12  08:00:00,21989685.461798598,21989685.461798598,0.0 
 01/12  09:00:00,29889049.28466046,29889049.28466046,0.0 
 01/12  10:00:00,30038888.142947027,30038888.14294703,0.0 
 01/12  11:00:00,31385244.376210587,31385244.376210587,0.0 
 01/12  12:00:00,32641369.73404412,32641369.73404412,0.0 
 01/12  13:00:00,31177927.67855752,31177927.678557524,0.0 
 01/12  14:00:00,35122823.356202568,35122823.35620257,0.0 
 01/12  15:00:00,35992563.76636869,35992563.76636869,0.0 
 01/12  16:00:00,36221811.123739179,36221811.12373918,0.0 
 01/12  17:00:00,36423898.172385867,36423898.172385867,0.0 
 01/12  18:00:00,25656943.715987915,25656943.715987915,0.0 
 01/12  19:00:00,17637694.072561947,17637694.072561943,0.0 
 01/12  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/12  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/12  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/12  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/12  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/13  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/13  07:00:00,19669415.553612986,19669415.553612986,0.0 
 01/13  08:00:00,23025481.480464918,23025481.480464918,0.0 
 01/13  09:00:00,29893122.48018687,29893122.48018687,0.0 
 01/13  10:00:00,29897616.48032538,29897616.480325384,0.0 
 01/13  11:00:00,31067145.55766699,31067145.557667,0.0 
 01/13  12:00:00,32106304.147894645,32106304.147894645,0.0 
 01/13  13:00:00,30454061.709084326,30454061.70908433,0.0 
 01/13  14:00:00,34468063.644448179,34468063.64444818,0.0 
 01/13  15:00:00,35213274.788427669,35213274.78842768,0.0 
 01/13  16:00:00,35827581.69539124,35827581.69539124,0.0 
 01/13  17:00:00,35994709.14343166,35994709.14343166,0.0 
 01/13  18:00:00,24902987.906120305,24902987.906120305,0.0 
 01/13  19:00:00,17637694.072561947,17637694.072561943,0.0 
 01/13  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/13  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/13  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/13  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/13  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/14  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  06:00:00,5504338.596677196,5504338.596677196,0.0 
 01/14  07:00:00,6695938.596677196,6695938.596677196,0.0 
 01/14  08:00:00,5595598.596677196,5595598.596677196,0.0 
 01/14  09:00:00,4495258.596677196,4495258.596677197,0.0 
 01/14  10:00:00,4495258.596677196,4495258.596677197,0.0 
 01/14  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  13:00:00,4495258.596677196,4495258.596677197,0.0 
 01/14  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/14  16:00:00,4495258.596677196,4495258.596677197,0.0 
 01/14  17:00:00,4495258.596677196,4495258.596677197,0.0 
 01/14  18:00:00,5595598.596677196,5595598.596677196,0.0 
 01/14  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/14  20:00:00,5894038.596677196,5894038.596677195,0.0 
 01/14  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  22:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/14  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  06:00:00,5504338.596677196,5504338.596677196,0.0 
 01/15  07:00:00,6695938.596677196,6695938.596677196,0.0 
 01/15  08:00:00,5595598.596677196,5595598.596677196,0.0 
 01/15  09:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  12:00:00,4495258.596677196,4495258.596677197,0.0 
 01/15  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  15:00:00,4495258.596677196,4495258.596677197,0.0 
 01/15  16:00:00,4495258.596677196,4495258.596677197,0.0 
 01/15  17:00:00,4495258.596677196,4495258.596677196,0.0 
 01/15  18:00:00,5595598.596677196,5595598.596677196,0.0 
 01/15  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/15  20:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  22:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/15  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/16  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  06:00:00,5504338.596677196,5504338.596677196,0.0 
 01/16  07:00:00,6695938.596677196,6695938.596677196,0.0 
 01/16  08:00:00,5595598.596677196,5595598.596677196,0.0 
 01/16  09:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  10:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  13:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  15:00:00,4495258.596677196,4495258.596677197,0.0 
 01/16  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  17:00:00,4495258.596677196,4495258.596677196,0.0 
 01/16  18:00:00,5595598.596677196,5595598.596677196,0.0 
 01/16  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/16  20:00:00,5894038.596677196,5894038.596677196,0.0 
 01/16  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/16  22:00:00,5894038.596677196,5894038.596677196,0.0 
