Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 07/21  07:00:00,44156874.00102472,44156874.00102472,0.0 
 07/21  08:00:00,43201506.94549973,43201506.94549973,0.0 
 07/21  09:00:00,44084097.03421176,44084097.034211758,0.0 
 07/21  10:00:00,45150624.08128154,45150624.08128154,0.0 
 07/21  11:00:00,46085001.76845698,46085001.76845698,0.0 
 07/21  12:00:00,47090875.10761155,47090875.107611548,0.0 
 07/21  13:00:00,47944009.744210239,47944009.744210239,0.0 
 07/21  14:00:00,48662169.42636742,48662169.42636741,0.0 
 07/21  15:00:00,49316601.87741272,49316601.87741271,0.0 
 07/21  16:00:00,49274891.82697278,49274891.826972778,0.0 
 07/21  17:00:00,48972059.62565059,48972059.62565059,0.0 
 07/21  18:00:00,48432627.429574009,48432627.429574009,0.0 
 07/21  19:00:00,47872188.57950125,47872188.57950125,0.0 
 07/21  20:00:00,43218236.4034642,43218236.40346419,0.0 
 07/21  21:00:00,41252001.0439821,41252001.0439821,0.0 
 07/21  22:00:00,43181495.0661237,43181495.06612369,0.0 
 07/21  23:00:00,39818643.76739396,39818643.767393957,0.0 
 07/21  24:00:00,42324129.71470874,42324129.71470874,0.0 
 01/01  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/01  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/01  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/01  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/01  17:00:00,6128818.596677196,6128818.596677196,0.0 
 01/01  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/01  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/01  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/01  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/01  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/01  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/01  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/02  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/02  07:00:00,28236768.387804875,28236768.38780488,2219976.61816988 
 01/02  08:00:00,35959996.89665998,35959996.89665998,3220664.880948444 
 01/02  09:00:00,35423950.304462898,35423950.304462898,0.0 
 01/02  10:00:00,32154076.065514,32154076.06551399,0.0 
 01/02  11:00:00,30848858.171543734,30848858.171543726,0.0 
 01/02  12:00:00,30209303.213305087,30209303.21330509,0.0 
 01/02  13:00:00,29293312.949259864,29293312.949259864,0.0 
 01/02  14:00:00,30746004.50455986,30746004.504559854,0.0 
 01/02  15:00:00,30648543.577979715,30648543.57797971,0.0 
 01/02  16:00:00,30581769.280575694,30581769.280575694,0.0 
 01/02  17:00:00,32683630.669834276,32683630.669834265,0.0 
 01/02  18:00:00,26409830.09141518,26409830.09141518,0.0 
 01/02  19:00:00,22923938.421590195,22923938.421590199,0.0 
 01/02  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/02  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/02  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/02  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/02  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/03  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/03  07:00:00,25238717.65835944,25238717.65835944,1801261.6148413262 
 01/03  08:00:00,33628802.82001399,33628802.82001399,4905376.698214449 
 01/03  09:00:00,33021081.868775675,33021081.868775675,0.0 
 01/03  10:00:00,30973521.45632766,30973521.45632766,0.0 
 01/03  11:00:00,30531923.617047509,30531923.617047505,0.0 
 01/03  12:00:00,30044425.84268621,30044425.84268621,0.0 
 01/03  13:00:00,27764679.30762467,27764679.30762467,0.0 
 01/03  14:00:00,30712318.048932405,30712318.0489324,0.0 
 01/03  15:00:00,30632379.305487385,30632379.30548738,0.0 
 01/03  16:00:00,30733805.513873925,30733805.51387392,0.0 
 01/03  17:00:00,32112492.025735108,32112492.025735104,0.0 
 01/03  18:00:00,23740625.980777868,23740625.980777876,0.0 
 01/03  19:00:00,18622226.414596507,18622226.41459651,0.0 
 01/03  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/03  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/03  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/03  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/03  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/04  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/04  07:00:00,21443973.93204826,21443973.932048266,670864.7587785341 
 01/04  08:00:00,25059796.42703206,25059796.42703206,0.0 
 01/04  09:00:00,29921445.633079389,29921445.633079389,0.0 
 01/04  10:00:00,29667675.573840526,29667675.573840526,0.0 
 01/04  11:00:00,30147892.415782878,30147892.415782878,0.0 
 01/04  12:00:00,31071961.925877084,31071961.925877084,0.0 
 01/04  13:00:00,29531779.216128049,29531779.216128049,0.0 
 01/04  14:00:00,33133955.945715283,33133955.945715283,0.0 
 01/04  15:00:00,33826557.02523329,33826557.02523329,0.0 
 01/04  16:00:00,33785130.26013384,33785130.26013385,0.0 
 01/04  17:00:00,34494260.05793903,34494260.05793903,0.0 
 01/04  18:00:00,23848419.715747496,23848419.71574749,0.0 
 01/04  19:00:00,17840091.98930924,17840091.98930924,0.0 
 01/04  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/04  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/04  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/04  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/04  24:00:00,7047449.08321209,7047449.08321209,0.0 
 01/05  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/05  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/05  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/05  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/05  05:00:00,8869604.825749658,8869604.825749658,0.0 
 01/05  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  07:00:00,19178605.15063819,19178605.150638194,0.0 
 01/05  08:00:00,21322801.714940706,21322801.714940706,0.0 
 01/05  09:00:00,29869895.193983318,29869895.19398331,0.0 
 01/05  10:00:00,29711982.666224258,29711982.666224258,0.0 
 01/05  11:00:00,30742083.56993003,30742083.569930026,0.0 
 01/05  12:00:00,31594549.165102144,31594549.165102148,0.0 
 01/05  13:00:00,28737446.90866778,28737446.90866778,0.0 
 01/05  14:00:00,32277324.2472326,32277324.2472326,0.0 
 01/05  15:00:00,32494961.68373283,32494961.683732828,0.0 
 01/05  16:00:00,32298803.16276116,32298803.16276115,0.0 
 01/05  17:00:00,33040425.593767197,33040425.593767197,0.0 
 01/05  18:00:00,24340625.980777868,24340625.980777868,0.0 
 01/05  19:00:00,18740091.98930924,18740091.98930924,0.0 
 01/05  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/05  21:00:00,10487784.395628443,10487784.395628443,0.0 
 01/05  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/05  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/05  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/06  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/06  07:00:00,20356346.55767493,20356346.55767493,0.0 
 01/06  08:00:00,29319581.012777464,29319581.012777464,0.0 
 01/06  09:00:00,31179823.04104696,31179823.041046956,0.0 
 01/06  10:00:00,30539859.021357616,30539859.021357616,0.0 
 01/06  11:00:00,30462935.04598796,30462935.045987958,0.0 
 01/06  12:00:00,30675259.904738115,30675259.904738107,0.0 
 01/06  13:00:00,31072981.84158345,31072981.84158345,0.0 
 01/06  14:00:00,30610547.347997317,30610547.347997317,0.0 
 01/06  15:00:00,30650866.834837934,30650866.83483793,0.0 
 01/06  16:00:00,31241280.080431735,31241280.080431723,0.0 
 01/06  17:00:00,32683630.669834276,32683630.669834265,0.0 
 01/06  18:00:00,27733978.069960894,27733978.069960894,0.0 
 01/06  19:00:00,22740995.821971675,22740995.821971675,0.0 
 01/06  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/06  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/06  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/06  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/06  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/07  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/07  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/07  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/07  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/07  17:00:00,6128818.596677196,6128818.596677196,0.0 
 01/07  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/07  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/07  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/07  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/08  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/08  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/08  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/08  17:00:00,6128818.596677196,6128818.596677196,0.0 
 01/08  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/08  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/08  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/08  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/09  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/09  07:00:00,33406401.92379031,33406401.923790315,8493162.743772079 
 01/09  08:00:00,38397146.74317209,38397146.74317208,15244119.171823133 
 01/09  09:00:00,37099342.34364654,37099342.34364654,0.0 
 01/09  10:00:00,32390173.52485234,32390173.52485234,0.0 
 01/09  11:00:00,31071349.81621947,31071349.81621947,0.0 
 01/09  12:00:00,30432561.762454057,30432561.76245405,0.0 
 01/09  13:00:00,27642354.160211006,27642354.160211009,0.0 
 01/09  14:00:00,29548228.086913647,29548228.086913639,0.0 
 01/09  15:00:00,30227704.52717881,30227704.52717881,0.0 
 01/09  16:00:00,30515176.575714139,30515176.575714135,0.0 
 01/09  17:00:00,32546952.720385478,32546952.72038547,0.0 
 01/09  18:00:00,25847911.372396247,25847911.372396247,0.0 
 01/09  19:00:00,22413985.68504346,22413985.68504346,0.0 
 01/09  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/09  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/09  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/09  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/09  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/10  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/10  07:00:00,25892117.67616412,25892117.676164114,2120365.768238519 
 01/10  08:00:00,33837566.52549149,33837566.52549149,5997427.240323394 
 01/10  09:00:00,33090522.4029108,33090522.40291079,0.0 
 01/10  10:00:00,30992185.829347753,30992185.829347746,0.0 
 01/10  11:00:00,30463558.379159329,30463558.379159329,0.0 
 01/10  12:00:00,30731623.448876189,30731623.448876189,0.0 
 01/10  13:00:00,28376889.343309016,28376889.34330901,0.0 
 01/10  14:00:00,31211027.27981168,31211027.279811678,0.0 
 01/10  15:00:00,30953691.736270884,30953691.736270884,0.0 
 01/10  16:00:00,31194592.421790434,31194592.42179043,0.0 
 01/10  17:00:00,32483892.7050803,32483892.7050803,0.0 
 01/10  18:00:00,24640625.980777868,24640625.980777876,0.0 
 01/10  19:00:00,19369082.208462579,19369082.208462579,0.0 
 01/10  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/10  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/10  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/10  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/10  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/11  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/11  07:00:00,21881068.720764705,21881068.720764709,1564601.9692902177 
 01/11  08:00:00,28209293.18962473,28209293.189624728,0.0 
 01/11  09:00:00,31110072.11543882,31110072.11543882,0.0 
 01/11  10:00:00,29841978.445407377,29841978.445407377,0.0 
 01/11  11:00:00,30350983.51305144,30350983.513051437,0.0 
 01/11  12:00:00,31111200.980192864,31111200.980192864,0.0 
 01/11  13:00:00,29102679.338827924,29102679.338827917,0.0 
 01/11  14:00:00,32289584.810399794,32289584.81039979,0.0 
 01/11  15:00:00,33048481.849127279,33048481.84912727,0.0 
 01/11  16:00:00,33259030.091494897,33259030.091494897,0.0 
 01/11  17:00:00,33978506.53985323,33978506.539853218,0.0 
 01/11  18:00:00,23789957.23699242,23789957.23699242,0.0 
 01/11  19:00:00,17840091.98930924,17840091.98930924,0.0 
 01/11  20:00:00,11403154.258345897,11403154.258345895,0.0 
 01/11  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/11  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/11  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/11  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/12  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/12  07:00:00,20400413.234214516,20400413.234214516,5954.922055977363 
 01/12  08:00:00,25062397.73001688,25062397.73001688,0.0 
 01/12  09:00:00,30455352.350545858,30455352.350545855,0.0 
 01/12  10:00:00,30375220.296653004,30375220.296653004,0.0 
 01/12  11:00:00,31442852.685619844,31442852.685619847,0.0 
 01/12  12:00:00,32421977.17474056,32421977.17474056,0.0 
 01/12  13:00:00,30774546.074771994,30774546.074771994,0.0 
 01/12  14:00:00,34238378.50930144,34238378.50930143,0.0 
 01/12  15:00:00,34716566.570387739,34716566.570387739,0.0 
 01/12  16:00:00,34531647.5194856,34531647.5194856,0.0 
 01/12  17:00:00,34524818.30702162,34524818.30702161,0.0 
 01/12  18:00:00,23878487.246094265,23878487.24609426,0.0 
 01/12  19:00:00,17840091.98930924,17840091.98930924,0.0 
 01/12  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/12  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/12  22:00:00,10487784.395628443,10487784.395628443,0.0 
 01/12  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/12  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/13  01:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  02:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  03:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  04:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  05:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  06:00:00,9469604.825749658,9469604.825749658,0.0 
 01/13  07:00:00,20200357.662706283,20200357.662706283,0.0 
 01/13  08:00:00,24150007.9083648,24150007.908364804,0.0 
 01/13  09:00:00,30605352.350545858,30605352.350545855,0.0 
 01/13  10:00:00,29941438.597406337,29941438.597406337,0.0 
 01/13  11:00:00,30786211.83054587,30786211.830545866,0.0 
 01/13  12:00:00,31624506.151668259,31624506.151668256,0.0 
 01/13  13:00:00,29334844.529502009,29334844.529502006,0.0 
 01/13  14:00:00,32949659.86471381,32949659.86471381,0.0 
 01/13  15:00:00,33069916.875729719,33069916.875729719,0.0 
 01/13  16:00:00,33034897.021256076,33034897.02125607,0.0 
 01/13  17:00:00,33148624.412402154,33148624.412402147,0.0 
 01/13  18:00:00,23743605.982092158,23743605.982092166,0.0 
 01/13  19:00:00,18740091.98930924,18740091.98930924,0.0 
 01/13  20:00:00,11853154.258345897,11853154.258345895,0.0 
 01/13  21:00:00,10637784.395628443,10637784.395628443,0.0 
 01/13  22:00:00,10637784.395628443,10637784.395628443,0.0 
 01/13  23:00:00,9543951.519120457,9543951.519120455,0.0 
 01/13  24:00:00,7197449.08321209,7197449.08321209,0.0 
 01/14  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/14  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/14  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/14  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/14  17:00:00,5762038.596677196,5762038.596677196,0.0 
 01/14  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/14  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/14  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/14  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/14  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/14  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/14  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/15  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/15  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/15  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/15  17:00:00,5762038.596677196,5762038.596677196,0.0 
 01/15  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/15  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/15  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/15  24:00:00,6794038.596677196,6794038.596677196,0.0 
 01/16  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/16  07:00:00,7595938.596677196,7595938.596677195,0.0 
 01/16  08:00:00,6128818.596677196,6128818.596677195,0.0 
 01/16  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/16  17:00:00,5762038.596677196,5762038.596677196,0.0 
 01/16  18:00:00,7595938.596677196,7595938.596677195,0.0 
 01/16  19:00:00,7595938.596677196,7595938.596677195,0.0 
 01/16  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/16  21:00:00,6794038.596677196,6794038.596677196,0.0 
